╚╒╞┌,╩▒╝ф(▒▒╛й╩▒),╬│╢╚(╢╚-╖╓),╛н╢╚(╢╚-╖╓),╔ю╢╚(km),╒Ё╝╢,┴╥╢╚,╛л╚╖╢╚,▓╬┐╝╡╪╡у
1955/6/14,31:72:10.0,"23бу54""","122бу06""",2,5,,9,
1955/6/17,06:32.0,"22бу18""","121бу36""",,5.75,,9,
1955/6/19,20:32.0,"23бу18""","121бу12""",0.5,5.25,,9,
1955/6/27,14:09.0,"32бу30""","78бу36""",,5.75,,9,
1955/6/30,73:99:90.0,"23бу30""","121бу30""",0.5,4.8,,9,
1955/7/18,63:89:90.0,"21бу06""","121бу06""",6,5.6,,9,
1955/7/18,25:39.0,"23бу30""","122бу00""",6,4.8,,9,
1955/7/25,25:39.0,"23бу18""","122бу00""",,5.75,,9,
1955/7/27,02:30.0,"39бу42""","74бу42""",,5,,9,
1955/8/4,01:50.0,"32бу00""","91бу30""",,5,,9,
1955/8/4,20:30.0,"29бу48""","102бу00""",,5.5,,9,
1955/8/4,40:46.0,"30бу42""","86бу30""",,5.25,,2,
1955/9/3,57:20.0,"39бу48""","74бу54""",,5,,9,
1955/9/4,12:00.0,"39бу54""","74бу36""",,4.5,,9,
1955/9/9,12:00.0,"23бу54""","121бу36""",1,4.6,,9,
1955/9/12,72:93:60.0,"34бу00""","93бу30""",,4.5,,9,
1955/9/22,25:07.0,"23бу54""","122бу30""",,6.75,,9,
1955/9/22,38:39.0,"24бу00""","122бу18""",1,5.4,,9,
1955/9/23,06:23.0,"26бу36""","101бу48""",,6.75,IX,2,
1955/9/24,31:79:90.0,"23бу54""","122бу24""",2,4.9,,9,
1955/9/24,21:28.0,"22бу06""","121бу30""",,6,,9,
1955/9/28,94:64:00.0,"26бу30""","101бу48""",,5.5,,3,
1955/9/28,23:07.0,"22бу24""","121бу24""",1,5.25,,9,
1955/9/29,58:29.0,"28бу00""","101бу00""",,4.75,,9,
1955/10/1,29:55.0,"29бу54""","101бу24""",,5.75,VII,3,
1955/10/9,05:39.0,"24бу12""","121бу42""",1,4.8,,9,
1955/10/14,02:20.0,"23бу48""","121бу36""",,5.25,,9,
1955/10/26,09:39.0,"23бу18""","121бу24""",1,4.6,,9,
1955/10/26,17:39.0,"22бу48""","121бу00""",1,5.1,,9,
1955/10/26,12:39.0,"23бу54""","122бу18""",,4.75,,9,
1955/10/26,16:39.0,"23бу54""","122бу18""",1,5.5,,9,
1955/10/27,27:39.0,"24бу06""","122бу54""",2,4.9,,9,
1955/11/14,15:69:90.0,"23бу00""","121бу30""",1,4.7,,9,
1955/11/16,05:30.0,"43бу30""","87бу00""",,5.75,,9,
1955/11/21,43:39.0,"23бу42""","121бу42""",1,5,,9,
1955/11/23,36:39.0,"23бу48""","122бу54""",6,5.4,,9,
1955/12/6,41:41:80.0,"23бу36""","122бу30""",2,5.75,,9,
1955/12/16,21:39.0,"23бу18""","120бу42""",,4.9,,9,
1955/12/19,63:74:50.0,"30бу00""","90бу00""",,5.25,,9,
1955/12/29,25:35.0,"30бу06""","90бу18""",,5.5,,2,
1956/1/10,40:59:90.0,"23бу30""","121бу18""",1,4.7,,9,
1956/1/11,43:00.0,"38бу18""","76бу36""",,4.25,,9,
1956/1/20,03:50.0,"29бу54""","81бу36""",,5,,3,
1956/1/21,00:39.0,"24бу06""","121бу42""",2,4.5,,9,
1956/1/22,00:39.0,"24бу00""","121бу42""",2,4.8,,9,
1956/1/27,06:57.0,"41бу54""","83бу18""",,5.25,,3,
1956/1/30,10:00.0,"20бу48""","120бу54""",,5.5,,3,
1956/2/2,73:80:10.0,"40бу00""","77бу36""",,4.5,,9,
1956/2/5,41:89:90.0,"24бу12""","122бу24""",1,5,,9,
1956/2/6,08:39.0,"23бу48""","122бу12""",0.5,5.6,,9,
1956/2/12,49:27.0,"18бу54""","119бу54""",4,6.5,,2,
1956/2/13,02:00.0,"19бу00""","120бу00""",,5,,9,
1956/2/13,44:45.0,"19бу00""","120бу00""",,5.25,,9,
1956/2/13,20:57.0,"18бу30""","119бу30""",,5.5,,3,
1956/2/14,63:95:00.0,"18бу30""","119бу30""",,5,,9,
1956/2/14,21:03.0,"19бу00""","119бу30""",,5.5,,9,
1956/2/14,33:57.0,"18бу36""","119бу48""",,5.5,,4,
1956/2/14,35:08.0,"18бу54""","120бу06""",,5.75,,9,
1956/2/15,12:39.0,"24бу30""","122бу48""",2,4.7,,9,
1956/3/3,47:39.0,"23бу24""","121бу36""",1,4.7,,9,
1956/3/5,12:24.0,"37бу36""","77бу06""",,5.75,,3,
1956/3/15,53:29:90.0,"23бу42""","120бу36""",2,4.8,,9,
1956/3/15,91:79:90.0,"23бу42""","120бу36""",2,4.8,,9,
1956/3/18,39:39.0,"23бу12""","121бу42""",1,4.7,,9,
1956/3/23,50:11.0,"29бу54""","90бу06""",,5.25,,3,
1956/4/5,30:39.0,"24бу00""","122бу42""",6,5,,9,
1956/4/7,45:39.0,"22бу48""","121бу48""",1,4.9,,9,
1956/4/9,15:40.0,"49бу00""","130бу30""",,5,,9,
1956/4/17,21:39.0,"22бу42""","121бу36""",2,5,,9,
1956/4/20,30:30.0,"23бу12""","120бу30""",1,4.7,,9,
1956/5/3,12:40.0,"39бу00""","101бу30""",,4,,4,
1956/5/9,35:00:70.0,"38бу54""","74бу36""",,5.25,,2,
1956/5/20,42:01.0,"37бу24""","75бу30""",,4.75,,9,
1956/5/23,45:52:70.0,"28бу36""","96бу00""",,4.75,,9,
1956/6/28,25:74:00.0,"23бу36""","120бу36""",,5,,4,
1956/6/29,21:57.0,"24бу06""","122бу30""",,5.75,,3,
1956/6/29,29:39.0,"23бу48""","122бу12""",2,5.1,,9,
1956/6/30,53:46.0,"33бу00""","104бу00""",,4.75,,4,
1956/7/3,17:56.0,"28бу18""","85бу00""",,5.5,,9,
1956/7/24,14:42.0,"31бу00""","92бу30""",,4.5,,9,
1956/8/12,56:39.0,"23бу06""","120бу30""",1,4.6,,9,
1956/8/13,40:05.0,"32бу30""","104бу30""",,4.5,,5,
1956/8/19,43:30.0,"37бу48""","114бу00""",,5,VII,2,
1956/8/23,01:40.0,"28бу00""","95бу12""",,5.25,,3,
1956/8/24,02:00.0,"27бу00""","101бу30""",,4.75,,9,
1956/9/3,15:24.0,"37бу48""","114бу00""",,5,,3,
1956/9/3,56:52.0,"23бу12""","120бу30""",,4.5,,9,
1956/9/16,32:79:90.0,"22бу42""","121бу24""",,4.9,,9,
1956/9/25,32:30.0,"37бу00""","111бу30""",,4,,4,
1956/9/25,80:39:90.0,"23бу12""","120бу48""",,4.8,,9,
1956/9/25,44:39.0,"23бу42""","121бу24""",,4.8,,9,
1956/9/28,41:62:10.0,"38бу30""","104бу30""",,4,,5,
1956/10/9,30:30.0,"23бу24""","121бу12""",0.5,5.2,,9,
1956/10/14,30:30.0,"48бу30""","122бу00""",,5.25,,5,
1956/10/19,26:39.0,"22бу18""","120бу12""",4,5,,9,
1956/10/23,32:10.0,"23бу30""","121бу00""",,5,,9,
1956/10/27,84:52:90.0,"39бу36""","99бу00""",,4.75,,2,
1956/10/28,63:99:90.0,"23бу18""","121бу12""",0.5,4.7,,9,
1956/11/1,12:99:90.0,"23бу54""","122бу42""",6,5.4,,9,
1956/11/14,56:56.0,"40бу30""","78бу00""",,4.75,,9,
1956/11/16,43:10:60.0,"38бу48""","77бу00""",,4.5,,9,
1956/11/18,19:31.0,"39бу48""","76бу42""",,5.25,,3,
1956/11/19,34:30.0,"40бу00""","115бу00""",,4.5,,4,
1956/11/26,06:39.0,"22бу12""","121бу00""",2,4.7,,9,
1956/12/8,90:09:90.0,"22бу06""","120бу24""",,4.5,,9,
1956/12/13,45:30:70.0,"24бу00""","121бу00""",,5.25,,5,
1956/12/19,55:29:90.0,"23бу48""","122бу12""",,4.7,,9,
1957/1/1,32:20.0,"40бу30""","115бу30""",,5,VI,2,
1957/1/3,48:30.0,"43бу54""","130бу36""",59.3,7,,9,
1957/1/3,43:32.0,"43бу54""","130бу36""",58,5.75,,9,
1957/1/6,27:43.0,"40бу18""","115бу18""",,4,,4,
1957/1/9,61:89:90.0,"23бу12""","121бу30""",2,4.9,,9,
1957/1/16,40:99:90.0,"23бу54""","121бу36""",0.5,4.8,,9,
1957/1/16,03:39.0,"22бу48""","120бу12""",,4.5,,9,
1957/1/17,38:37.0,"40бу30""","98бу00""",,4.25,,4,
1957/1/18,45:20.0,"36бу12""","106бу12""",,4,,5,
1957/1/30,26:04.0,"33бу54""","109бу48""",,4,,2,
1957/2/6,56:36.0,"34бу54""","111бу18""",,4.5,,9,
1957/2/8,40:39.0,"24бу18""","122бу24""",4,5.6,,9,
1957/2/18,21:39.0,"23бу42""","121бу42""",4,5.2,,9,
1957/2/23,07:39.0,"23бу48""","122бу54""",1,5.2,,9,
1957/2/24,42:61:40.0,"23бу54""","121бу36""",3.5,7.2,,2,
1957/2/24,45:79:90.0,"23бу48""","121бу48""",,4.9,,9,
1957/2/25,00:30.0,"23бу54""","121бу42""",4,5.3,,9,
1957/2/25,44:99:90.0,"24бу00""","121бу48""",,4.8,,9,
1957/2/25,54:89:90.0,"24бу00""","121бу48""",4,5.1,,9,
1957/2/25,01:39.0,"24бу00""","121бу42""",2,4.8,,9,
1957/2/27,74:89:90.0,"24бу06""","122бу06""",4,4.8,,9,
1957/2/27,01:26.0,"24бу06""","121бу42""",,5.25,,3,
1957/3/3,07:39.0,"22бу18""","121бу30""",,4.9,,9,
1957/3/3,27:39.0,"24бу06""","121бу18""",,5,,9,
1957/3/4,33:20.0,"40бу30""","115бу42""",,4.5,,4,
1957/3/12,30:39.0,"23бу54""","121бу24""",,4.5,,9,
1957/3/14,03:40.0,"28бу30""","88бу00""",,4.5,,9,
1957/3/15,57:10.0,"24бу30""","122бу30""",,6,,5,
1957/3/23,22:50.0,"38бу00""","98бу30""",,5,,5,
1957/3/31,05:13.0,"24бу06""","121бу48""",,5,,9,
1957/4/2,58:39.0,"25бу00""","121бу42""",6,4.7,,9,
1957/4/2,38:14.0,"44бу00""","83бу00""",,5.25,,9,
1957/4/2,20:39.0,"24бу18""","121бу48""",0.5,4.7,,9,
1957/4/6,25:00.0,"38бу30""","104бу00""",,4.25,,4,
1957/4/6,71:49:90.0,"23бу42""","123бу00""",2,5.3,,9,
1957/4/6,36:55.0,"40бу30""","77бу12""",,5,,9,
1957/4/10,54:09:90.0,"23бу36""","121бу42""",2,4.8,,9,
1957/4/14,11:56.0,"30бу35""","84бу16""",,6.5,,1,
1957/4/14,39:39.0,"23бу06""","121бу30""",4,5.2,,9,
1957/4/15,39:39.0,"31бу06""","84бу00""",,5,,4,
1957/4/15,50:40.0,"30бу00""","84бу00""",,4.75,,9,
1957/4/22,81:81:60.0,"30бу30""","84бу30""",,5.25,,9,
1957/4/22,22:00.0,"30бу42""","84бу30""",,5,,2,
1957/5/1,50:30.0,"41бу06""","79бу18""",,5,,2,
1957/5/4,52:25.0,"36бу54""","96бу18""",,5.5,,3,
1957/5/5,52:25.0,"37бу00""","96бу18""",,4.75,,9,
1957/5/7,64:49:90.0,"24бу42""","123бу24""",6,4.8,,9,
1957/5/12,34:65:60.0,"37бу30""","97бу30""",,4.5,,5,
1957/5/13,23:10.0,"37бу36""","112бу48""",,4.5,,3,
1957/5/24,71:39:90.0,"24бу00""","121бу48""",2,5.4,,9,
1957/5/29,74:62:00.0,"24бу00""","119бу18""",,4.5,,9,
1957/5/29,59:00.0,"23бу06""","121бу12""",,4.8,,9,
1957/6/3,11:20.0,"39бу00""","113бу00""",,4,,4,
1957/6/6,11:20.0,"37бу36""","112бу48""",,5,VI,2,
1957/6/6,75:99:90.0,"23бу48""","121бу42""",,4.6,,9,
1957/6/7,80:31:80.0,"44бу06""","82бу06""",,5,,4,
1957/6/11,20:20.0,"38бу00""","112бу30""",,5,VI,2,
1957/6/17,62:63:60.0,"38бу42""","75бу00""",,4.75,,9,
1957/6/22,03:00.0,"22бу30""","100бу30""",,5.5,,5,
1957/6/22,00:59.0,"40бу12""","77бу54""",,4.5,,9,
1957/6/22,35:39.0,"22бу54""","121бу06""",,4.7,,9,
1957/7/4,48:55.0,"43бу00""","83бу00""",,4.75,,9,
1957/7/13,25:40.0,"22бу30""","122бу30""",,4.75,,9,
1957/7/13,94:29:90.0,"24бу12""","121бу48""",2,4.8,,9,
1957/7/17,22:99:90.0,"23бу54""","121бу30""",2,4.5,,9,
1957/7/17,41:62:60.0,"39бу42""","77бу12""",,4.25,,9,
1957/7/19,02:15.0,"24бу36""","122бу42""",10,6,,2,
1957/7/22,04:39.0,"23бу54""","121бу48""",2,4.8,,9,
1957/7/24,51:00.0,"32бу30""","84бу30""",,4.75,,9,
1957/8/9,24:50.0,"29бу36""","103бу00""",,5,,3,
1957/8/13,51:02.0,"23бу18""","121бу42""",,5,,2,
1957/8/23,22:71:90.0,"37бу42""","87бу12""",,5,,3,
1957/8/23,42:37.0,"24бу00""","121бу54""",,5.5,,3,
1957/8/28,17:39.0,"24бу12""","121бу30""",,4.8,,9,
1957/9/1,49:59.0,"39бу00""","74бу24""",,5.25,,2,
1957/9/8,41:39.0,"24бу06""","121бу24""",,5.1,,9,
1957/9/13,12:60:70.0,"39бу48""","74бу00""",,4.75,,9,
1957/9/19,45:39.0,"23бу36""","121бу30""",,4.8,,9,
1957/9/19,46:39.0,"23бу18""","121бу30""",,4.7,,9,
1957/9/21,00:30.0,"24бу00""","121бу42""",,5.4,,9,
1957/10/1,20:02.0,"41бу48""","79бу30""",,5,,9,
1957/10/17,95:19:90.0,"23бу18""","121бу24""",2,5.5,,9,
1957/10/19,10:30.0,"23бу24""","120бу30""",1,5.2,,9,
1957/10/19,40:30.0,"23бу24""","120бу30""",,4.8,,9,
1957/10/19,59:39.0,"23бу18""","121бу24""",,5,,9,
1957/10/20,22:85:70.0,"23бу42""","121бу36""",4,6.75,,2,
1957/10/20,30:89:90.0,"23бу42""","121бу24""",1,4.5,,9,
1957/10/20,39:39.0,"24бу24""","122бу06""",2,4.7,,9,
1957/10/21,39:39.0,"23бу42""","121бу18""",1,4.7,,9,
1957/10/25,25:20.0,"21бу36""","121бу00""",,5.25,,4,
1957/10/25,17:39.0,"21бу30""","120бу54""",1,4.7,,9,
1957/10/25,19:12.0,"21бу24""","121бу00""",,5,,2,
1957/10/29,50:39.0,"23бу54""","121бу54""",2,5,,9,
1957/11/8,52:79:90.0,"23бу42""","121бу18""",1,4.8,,9,
1957/11/10,55:39.0,"23бу36""","121бу30""",1,4.5,,9,
1957/11/19,64:49:90.0,"23бу30""","121бу24""",1,4.8,,9,
1957/12/6,38:39.0,"23бу42""","121бу30""",1,4.5,,9,
1957/12/7,65:42:80.0,"23бу30""","121бу42""",3,5.6,,9,
1957/12/7,11:15.0,"43бу12""","100бу12""",,5.5,,3,
1957/12/9,93:79:90.0,"25бу24""","121бу36""",,4.9,,9,
1957/12/13,29:30.0,"43бу00""","88бу00""",,4.75,,9,
1957/12/19,43:39.0,"23бу36""","121бу42""",1,4.9,,9,
1957/12/24,46:39.0,"23бу48""","121бу24""",1,4.9,,9,
1957/12/30,29:39.0,"22бу48""","121бу18""",1,4.6,,9,
1958/1/4,27:58.0,"27бу24""","92бу00""",,5.25,,2,
1958/1/10,13:92:70.0,"44бу47""","84бу53""",1,5.8,,1,
1958/1/11,13:92:70.0,"23бу24""","121бу42""",4,4.7,,9,
1958/1/17,32:39.0,"24бу30""","122бу06""",,5.2,,9,
1958/1/19,10:58.0,"24бу48""","122бу30""",,4.75,,4,
1958/1/23,30:00.0,"23бу37""","121бу43""",5,6.1,,1,
1958/1/23,30:13.0,"30бу48""","84бу06""",,5.5,,2,
1958/1/26,51:59:90.0,"24бу00""","121бу30""",,5,,9,
1958/1/27,61:89:90.0,"24бу12""","121бу36""",,4.5,,9,
1958/2/4,38:39.0,"24бу42""","122бу18""",6,4.7,,9,
1958/2/6,21:50.0,"24бу18""","122бу48""",6,5.3,,2,
1958/2/8,72:33:60.0,"31бу30""","104бу00""",,6.2,VII,2,
1958/2/13,81:13:70.0,"27бу42""","92бу36""",,5.25,,2,
1958/2/19,24:10.0,"20бу30""","120бу30""",,5,,9,
1958/2/19,30:80:90.0,"21бу00""","120бу18""",,5.25,,3,
1958/2/19,34:84:40.0,"20бу36""","120бу18""",,5.9,,2,
1958/2/19,22:38.0,"39бу18""","74бу42""",,4.25,,9,
1958/2/19,40:04.0,"39бу24""","74бу36""",,4.25,,9,
1958/2/19,33:09.0,"39бу06""","74бу48""",,5.3,,2,
1958/2/20,57:47.0,"20бу54""","120бу06""",,5.7,,2,
1958/2/20,38:36.0,"20бу42""","120бу12""",,5.5,,2,
1958/2/20,04:47.0,"20бу54""","120бу18""",,5.5,,3,
1958/2/22,04:29.0,"39бу18""","74бу48""",,4.25,,9,
1958/2/23,06:25.0,"20бу36""","120бу30""",,5.6,,3,
1958/2/28,72:75:40.0,"20бу48""","120бу12""",,6.5,,2,
1958/3/2,33:40.0,"21бу00""","121бу00""",,4.8,,9,
1958/3/3,16:39.0,"23бу42""","121бу54""",4,4.6,,9,
1958/3/3,22:49.0,"23бу12""","121бу54""",,5.5,,2,
1958/3/4,29:31.0,"20бу00""","120бу30""",,5,,5,
1958/3/5,24:81:30.0,"42бу00""","81бу30""",,4.5,,9,
1958/3/11,82:60:60.0,"25бу06""","124бу24""",12,7,,2,
1958/3/15,40:50.0,"22бу48""","122бу00""",,6,,2,
1958/3/17,14:39.0,"23бу18""","121бу42""",,4.7,,9,
1958/3/25,30:18.0,"23бу36""","121бу48""",,4.6,,9,
1958/3/25,56:49.0,"21бу00""","120бу00""",,4.9,,9,
1958/3/27,83:89:90.0,"23бу06""","121бу18""",,5.1,,9,
1958/3/29,33:04.0,"38бу18""","103бу30""",,5,,3,
1958/3/30,16:00.0,"38бу18""","103бу30""",,4.25,,4,
1958/4/12,52:39.0,"23бу18""","121бу42""",2,4.5,,9,
1958/4/16,34:90:99.0,"38бу18""","103бу30""",,4,,4,
1958/4/17,51:39.0,"21бу54""","121бу12""",2,4.7,,9,
1958/4/21,32:01.0,"24бу06""","121бу42""",,5.2,,2,
1958/4/30,54:48.0,"38бу30""","104бу00""",,5.1,,2,
1958/5/2,54:48.0,"24бу48""","122бу00""",6,4.7,,9,
1958/5/17,11:50.0,"42бу00""","84бу00""",,4.5,,9,
1958/5/18,70:62:90.0,"42бу00""","81бу30""",,4.25,,9,
1958/5/18,92:55:90.0,"42бу30""","81бу30""",,4.25,,9,
1958/5/20,45:39.0,"21бу54""","122бу48""",8,5,,9,
1958/5/21,45:24.0,"22бу00""","121бу00""",10,5.25,,4,
1958/5/22,16:57.0,"31бу30""","89бу00""",,4.5,,5,
1958/5/31,16:57.0,"24бу54""","122бу00""",12,5.75,,2,
1958/6/24,48:20.0,"40бу48""","78бу48""",,5.75,,2,
1958/6/28,24:40.0,"40бу30""","78бу48""",,4.25,,9,
1958/7/1,73:61:50.0,"38бу18""","75бу18""",,4.25,,9,
1958/7/7,34:93:20.0,"23бу42""","122бу24""",4,5.2,,9,
1958/7/11,09:39.0,"23бу48""","121бу54""",,4.7,,9,
1958/7/16,54:12:80.0,"38бу00""","75бу00""",,4.5,,9,
1958/7/17,31:39.0,"24бу24""","121бу54""",4,5.1,,9,
1958/7/17,07:53.0,"40бу00""","74бу30""",,4.25,,9,
1958/7/19,53:82:00.0,"25бу18""","123бу42""",14.5,5.2,,3,
1958/7/29,52:08.0,"42бу30""","83бу00""",,4.5,,9,
1958/8/8,14:10.0,"43бу48""","124бу30""",,4.5,,5,
1958/8/12,23:52.0,"30бу30""","81бу30""",,4.5,,9,
1958/8/16,23:52.0,"29бу42""","81бу18""",,4.75,,9,
1958/8/16,92:29:90.0,"23бу30""","121бу30""",,4.8,,9,
1958/8/17,23:39.0,"23бу48""","121бу24""",,4.5,,9,
1958/8/20,46:11.0,"24бу06""","122бу30""",4.5,5.5,,2,
1958/9/11,50:30.0,"23бу18""","121бу30""",,4.7,,9,
1958/9/11,59:07.0,"35бу00""","100бу00""",,5.1,,4,
1958/9/14,19:38.0,"22бу30""","100бу00""",,5.2,,3,
1958/9/15,59:39.0,"24бу00""","121бу24""",2,4.5,,9,
1958/9/25,90:53:60.0,"22бу30""","109бу30""",,5.75,VII,2,
1958/10/10,16:38.0,"27бу30""","93бу00""",,4.5,,5,
1958/10/11,55:39:90.0,"22бу54""","120бу24""",,4.5,,9,
1958/10/11,00:50.0,"44бу30""","86бу00""",,4.7,,5,
1958/10/12,26:39.0,"23бу06""","121бу24""",,4.5,,9,
1958/10/12,18:47.0,"27бу54""","126бу18""",25.6,6.75,,9,
1958/10/19,37:39.0,"24бу06""","122бу00""",2,4.6,,9,
1958/10/20,08:39.0,"24бу06""","122бу06""",2,5.3,,9,
1958/10/20,13:39.0,"24бу00""","121бу54""",2,4.9,,9,
1958/10/21,16:27.0,"24бу36""","121бу54""",,4.7,,9,
1958/10/24,55:09:90.0,"24бу24""","121бу48""",1,4.9,,9,
1958/10/28,46:32.0,"30бу38""","84бу29""",,6.5,,1,
1958/11/1,73:93:20.0,"24бу36""","122бу30""",12,5.9,,2,
1958/11/2,16:45.0,"28бу30""","93бу30""",,4.5,,9,
1958/11/3,31:37.0,"30бу30""","84бу30""",,5.4,,2,
1958/11/6,55:39.0,"23бу18""","121бу54""",4,4.8,,9,
1958/11/17,42:35:80.0,"42бу06""","106бу06""",,4.8,,2,
1958/11/20,11:38.0,"24бу06""","121бу48""",,4.5,,9,
1958/11/24,41:54:80.0,"28бу48""","86бу54""",,5.2,,9,
1958/11/30,39:08.0,"38бу06""","100бу06""",,5.1,,3,
1958/12/7,90:92:30.0,"21бу12""","121бу12""",,4.8,,3,
1958/12/7,35:30.0,"21бу12""","121бу12""",,4.7,,3,
1958/12/16,14:31.0,"31бу30""","102бу00""",,4.6,,3,
1958/12/17,34:18.0,"28бу42""","127бу18""",,5.75,,9,
1958/12/19,10:61:80.0,"31бу30""","102бу00""",,4.25,,4,
1958/12/21,32:04:60.0,"28бу48""","127бу18""",,6,,9,
1958/12/21,46:29.0,"44бу33""","80бу52""",,6.5,,1,
1958/12/24,93:69:90.0,"24бу24""","121бу54""",1,4.6,,9,
1959/1/12,93:69:90.0,"37бу00""","78бу48""",,4.5,,4,
1959/1/21,84:09:90.0,"24бу18""","120бу42""",,4.6,,9,
1959/1/21,08:12.0,"18бу48""","119бу42""",,5.5,,9,
1959/1/31,25:40.0,"36бу18""","105бу48""",,5,,3,
1959/1/31,45:04.0,"37бу00""","104бу00""",,5.25,,3,
1959/2/2,14:40.0,"37бу00""","104бу00""",,4,,4,
1959/2/5,38:35.0,"24бу12""","121бу48""",,4.25,,9,
1959/2/15,61:04:70.0,"27бу30""","96бу36""",,5.2,,3,
1959/2/15,55:40.0,"27бу36""","96бу30""",,5.6,,3,
1959/2/15,02:30.0,"44бу18""","83бу30""",,5.25,,9,
1959/2/22,30:43.0,"29бу00""","91бу48""",,5.5,,2,
1959/2/23,21:95:80.0,"37бу00""","103бу48""",,4.5,,4,
1959/2/24,91:99:90.0,"23бу54""","121бу42""",,4.6,,9,
1959/2/24,39:24.0,"33бу18""","104бу18""",,4,,4,
1959/3/9,58:18.0,"38бу42""","76бу00""",,4.25,,9,
1959/3/11,59:59.0,"28бу12""","104бу00""",,5,,2,
1959/3/24,45:39.0,"21бу48""","121бу12""",2,4.6,,9,
1959/3/28,07:49.0,"22бу30""","121бу30""",,5,,9,
1959/3/29,12:20.0,"21бу24""","120бу12""",,4.75,,3,
1959/3/30,41:09.0,"26бу00""","100бу42""",,5.5,,3,
1959/4/3,13:50.0,"20бу24""","120бу42""",,5.75,,2,
1959/4/3,48:33.0,"24бу18""","121бу54""",,5.1,,3,
1959/4/5,33:14.0,"21бу30""","121бу00""",,4,,5,
1959/4/5,37:49.0,"21бу00""","120бу00""",,4.8,,4,
1959/4/6,93:29:90.0,"24бу12""","122бу00""",4,4.6,,9,
1959/4/12,59:23.0,"24бу06""","122бу24""",,5.3,,3,
1959/4/12,07:39.0,"23бу24""","122бу06""",4,4.9,,9,
1959/4/21,37:33.0,"31бу00""","94бу48""",,4.25,,5,
1959/4/23,25:83:90.0,"40бу18""","103бу48""",,5,,3,
1959/4/26,35:00.0,"26бу12""","100бу42""",,5.8,,3,
1959/4/27,44:03:80.0,"24бу47""","122бу42""",13,7.5,,1,
1959/4/27,09:24.0,"33бу12""","92бу36""",,6,,2,
1959/4/28,29:39.0,"24бу18""","121бу54""",1,4.8,,9,
1959/4/29,32:39.0,"25бу12""","122бу06""",12,4.8,,9,
1959/5/1,14:90:70.0,"37бу06""","103бу48""",,4.5,,5,
1959/5/5,24:00.0,"29бу00""","92бу12""",,5.2,,2,
1959/5/9,75:79:90.0,"24бу12""","122бу48""",2,5.1,,9,
1959/5/12,83:54:70.0,"32бу18""","78бу36""",,4.9,,2,
1959/5/16,60:19:90.0,"23бу36""","122бу06""",1,4.6,,9,
1959/5/18,56:39.0,"25бу00""","122бу48""",8,5,,9,
1959/5/20,11:39.0,"24бу12""","122бу24""",1,4.7,,9,
1959/5/22,55:39.0,"23бу24""","121бу54""",2,4.7,,9,
1959/5/23,11:20.0,"38бу48""","104бу00""",,4,,4,
1959/5/26,32:04:80.0,"27бу00""","94бу00""",,4.5,,9,
1959/5/27,49:50.0,"23бу06""","120бу36""",,4.8,,3,
1959/6/2,69:90:50.0,"23бу24""","121бу30""",,4.9,,9,
1959/6/2,30:30.0,"24бу18""","121бу42""",,4.5,,9,
1959/6/2,37:48.0,"21бу00""","120бу54""",,6,,2,
1959/6/2,57:21.0,"21бу00""","121бу12""",,6.5,,2,
1959/6/2,42:37.0,"21бу18""","121бу24""",,6,,3,
1959/6/3,33:20.0,"23бу12""","121бу54""",,5.25,,3,
1959/6/3,58:07.0,"30бу30""","99бу30""",,4.7,,4,
1959/6/14,40:07.0,"38бу42""","104бу12""",,5,,3,
1959/6/15,39:03.0,"24бу48""","122бу36""",12.5,4.75,,2,
1959/6/23,44:59.0,"41бу42""","82бу18""",,4.8,,3,
1959/6/28,31:12:80.0,"41бу54""","80бу00""",2,6.75,,2,
1959/6/28,41:99:90.0,"24бу48""","122бу12""",1,4.5,,9,
1959/7/1,44:39.0,"23бу12""","122бу06""",,4.7,,9,
1959/7/3,35:40.0,"31бу48""","115бу18""",,5,,3,
1959/7/9,55:27.0,"35бу30""","77бу30""",,4.25,,9,
1959/7/26,24:57.0,"27бу42""","101бу00""",,4.5,,4,
1959/8/8,44:18.0,"39бу36""","74бу54""",,4.25,,9,
1959/8/9,12:20.0,"39бу36""","74бу54""",,4.25,,9,
1959/8/11,70:72:90.0,"35бу36""","110бу54""",,5.4,,2,
1959/8/13,25:80:20.0,"27бу42""","103бу42""",,5,,4,
1959/8/15,57:03.0,"22бу11""","121бу08""",,7,,1,
1959/8/15,07:39.0,"23бу00""","122бу30""",2,4.6,,9,
1959/8/15,56:39.0,"22бу24""","122бу12""",4,4.7,,9,
1959/8/15,05:39.0,"22бу24""","122бу12""",4,4.7,,9,
1959/8/15,49:39.0,"24бу36""","122бу12""",1,4.5,,9,
1959/8/15,11:39.0,"22бу00""","121бу24""",3,4.9,,9,
1959/8/16,92:10:60.0,"22бу06""","121бу24""",,6,,2,
1959/8/16,13:39.0,"22бу06""","122бу06""",1,4.9,,9,
1959/8/17,90:23:70.0,"22бу24""","121бу18""",,5.5,,2,
1959/8/17,27:21.0,"22бу48""","121бу30""",,5.4,,4,
1959/8/17,26:39.0,"22бу18""","121бу18""",2,5.1,,9,
1959/8/17,58:06.0,"22бу30""","121бу06""",,5.5,,2,
1959/8/17,25:17.0,"22бу30""","121бу12""",,5.5,,2,
1959/8/17,59:39.0,"22бу18""","121бу36""",1,4.8,,9,
