╚╒╞┌,╩▒╝ф(▒▒╛й╩▒),╬│╢╚(╢╚-╖╓),╛н╢╚(╢╚-╖╓),╔ю╢╚(km),╒Ё╝╢,┴╥╢╚,╛л╚╖╢╚,▓╬┐╝╡╪╡у
1951/12/2,31:39.0,"23бу42""","121бу30""",2,4.6,,9,
1951/12/2,14:39.0,"22бу54""","121бу06""",2,4.6,,9,
1951/12/3,57:32.0,"30бу00""","92бу00""",,5.75,,9,
1951/12/4,84:79:90.0,"22бу54""","121бу06""",2,4.6,,9,
1951/12/5,90:09:90.0,"23бу00""","121бу24""",2,5.2,,9,
1951/12/5,58:32.0,"22бу54""","121бу30""",,6.5,,9,
1951/12/5,11:39.0,"22бу54""","121бу54""",,5.9,,9,
1951/12/5,08:39.0,"22бу42""","121бу12""",2,4.8,,9,
1951/12/6,32:39.0,"24бу18""","121бу36""",,4.8,,9,
1951/12/7,83:89:90.0,"22бу54""","121бу00""",,4.6,,9,
1951/12/7,41:39.0,"23бу54""","121бу36""",,4.5,,9,
1951/12/8,41:39.0,"23бу54""","121бу54""",,4.6,,9,
1951/12/8,44:49:90.0,"24бу06""","121бу00""",,4.6,,9,
1951/12/8,25:00.0,"31бу00""","90бу30""",,5.75,,9,
1951/12/8,75:49:90.0,"24бу00""","121бу06""",,5,,9,
1951/12/8,39:39.0,"22бу54""","121бу18""",2,4.5,,9,
1951/12/9,12:39.0,"23бу06""","121бу18""",,4.5,,9,
1951/12/12,51:19:90.0,"23бу24""","121бу24""",,5.6,,9,
1951/12/13,16:39.0,"22бу54""","121бу24""",0.5,5.1,,9,
1951/12/13,33:39.0,"24бу30""","122бу42""",2,5.1,,9,
1951/12/14,72:09:90.0,"24бу18""","121бу48""",2,4.6,,9,
1951/12/14,91:09:90.0,"23бу54""","121бу36""",,4.8,,9,
1951/12/15,45:69:90.0,"23бу12""","121бу06""",,5.1,,9,
1951/12/21,37:29.0,"26бу42""","100бу00""",,6.25,IX,2,
1951/12/25,23:39.0,"24бу12""","121бу42""",2,5.4,,9,
1951/12/26,07:04.0,"31бу18""","90бу36""",,6.25,,2,
1951/12/27,07:04.0,"39бу36""","95бу42""",,6,,2,
1951/12/28,58:39.0,"23бу42""","121бу54""",2,4.5,,9,
1951/12/29,43:39.0,"23бу12""","121бу24""",2,4.6,,9,
1951/12/30,40:50.0,"20бу24""","120бу24""",,5.5,,9,
1952/1/1,73:39:90.0,"24бу06""","121бу36""",,5.6,,9,
1952/1/1,00:45.0,"31бу30""","86бу00""",,5.5,,9,
1952/1/1,41:39.0,"23бу54""","121бу36""",,4.5,,9,
1952/1/3,36:39.0,"23бу36""","121бу36""",2,5.1,,9,
1952/1/6,23:79:90.0,"23бу42""","121бу48""",4,4.7,,9,
1952/1/6,80:65:60.0,"28бу42""","96бу36""",,4.75,,9,
1952/1/7,52:19:90.0,"23бу54""","121бу36""",,4.7,,9,
1952/1/11,02:39.0,"24бу06""","121бу42""",2,5.3,,9,
1952/1/11,34:39.0,"23бу36""","121бу30""",2,4.9,,9,
1952/1/15,23:39.0,"23бу36""","121бу36""",4,4.6,,9,
1952/1/16,23:39.0,"23бу54""","121бу30""",,4.5,,9,
1952/1/17,43:29:90.0,"23бу36""","121бу30""",,4.5,,9,
1952/1/20,56:39.0,"24бу00""","121бу54""",,4.6,,9,
1952/1/22,13:89:90.0,"24бу00""","121бу36""",,4.5,,9,
1952/1/23,29:25.0,"39бу48""","95бу42""",,5.5,,2,
1952/1/26,22:39.0,"24бу00""","121бу42""",,4.6,,9,
1952/1/26,23:39.0,"22бу48""","121бу06""",,4.5,,9,
1952/1/27,15:50.0,"37бу06""","99бу12""",,5,,4,
1952/1/28,20:39.0,"23бу54""","122бу06""",2,5.6,,9,
1952/2/3,91:60:60.0,"34бу18""","93бу36""",,5,,3,
1952/2/6,91:60:60.0,"27бу54""","102бу18""",,5,,9,
1952/2/6,27:16.0,"39бу54""","95бу12""",,5.25,,3,
1952/2/6,25:20.0,"31бу12""","95бу30""",,5.25,,9,
1952/2/11,12:39.0,"22бу48""","121бу24""",,4.8,,9,
1952/2/17,40:20.0,"30бу00""","95бу30""",,5,,9,
1952/2/17,94:09:90.0,"23бу42""","121бу48""",,4.8,,9,
1952/2/20,63:89:90.0,"24бу18""","121бу48""",,4.8,,9,
1952/2/27,57:39.0,"23бу30""","120бу36""",,4.7,,9,
1952/3/1,34:19:90.0,"23бу54""","120бу54""",,4.9,,9,
1952/3/6,11:23.0,"29бу36""","90бу48""",,4.75,,9,
1952/3/12,42:72:00.0,"30бу00""","91бу00""",,4.75,,9,
1952/3/13,42:72:00.0,"24бу18""","121бу24""",,4.5,,9,
1952/3/13,57:37.0,"28бу30""","127бу18""",28.5,6.5,,9,
1952/3/15,21:95:70.0,"30бу30""","91бу36""",,5,,2,
1952/3/15,72:71:70.0,"37бу12""","76бу06""",,4.75,,9,
1952/3/21,47:04.0,"36бу18""","98бу30""",,5,,4,
1952/3/28,60:65:00.0,"37бу30""","98бу00""",,4.75,,9,
1952/4/2,43:55:80.0,"34бу06""","83бу36""",,5.25,,9,
1952/4/2,73:79:90.0,"23бу54""","121бу54""",2,4.6,,9,
1952/4/3,50:79:90.0,"23бу54""","122бу00""",2,4.7,,9,
1952/4/4,49:25.0,"23бу24""","121бу36""",,5.5,,9,
1952/4/8,33:39.0,"23бу42""","121бу48""",1,4.9,,9,
1952/4/11,35:39.0,"23бу54""","121бу48""",,4.6,,9,
1952/4/16,12:92:80.0,"39бу18""","75бу06""",,4.25,,9,
1952/4/20,41:10.0,"39бу18""","74бу42""",,4.5,,9,
1952/4/27,50:30.0,"23бу18""","121бу00""",,5,,9,
1952/4/29,35:31.0,"25бу30""","122бу48""",28.5,6,,9,
1952/4/30,34:50.0,"31бу00""","91бу36""",,4.75,,9,
1952/4/30,12:39.0,"23бу30""","121бу48""",,5.2,,9,
1952/5/16,24:40.0,"22бу00""","119бу00""",,5.5,,9,
1952/5/16,54:39.0,"22бу18""","121бу12""",,4.7,,9,
1952/5/21,34:10.0,"31бу00""","97бу00""",,5,,9,
1952/5/26,30:10.0,"21бу12""","121бу30""",2,4.75,,9,
1952/5/26,14:79:90.0,"24бу12""","121бу24""",,4.9,,9,
1952/5/26,46:32.0,"28бу30""","94бу30""",,5.5,,9,
1952/5/26,01:39.0,"23бу36""","121бу54""",1,4.6,,9,
1952/5/30,91:71:50.0,"21бу54""","121бу24""",9.6,5.5,,9,
1952/6/2,54:20.0,"29бу00""","96бу00""",,5.25,,9,
1952/6/2,08:23.0,"30бу30""","91бу30""",,5.25,,9,
1952/6/2,33:34.0,"30бу30""","91бу30""",,5,,9,
1952/6/3,63:29:90.0,"24бу00""","121бу36""",,5,,9,
1952/6/4,19:56.0,"37бу18""","78бу30""",,5.25,,2,
1952/6/15,16:05.0,"31бу30""","90бу48""",,5.25,,2,
1952/6/19,12:59.0,"22бу42""","99бу48""",,6.5,VIII,2,
1952/6/20,46:15.0,"23бу54""","121бу42""",,6.5,,9,
1952/6/22,44:11.0,"39бу30""","74бу42""",,4.5,,9,
1952/6/23,03:08.0,"24бу18""","122бу18""",,6,,9,
1952/6/26,71:95:50.0,"30бу06""","102бу12""",,5.75,,3,
1952/6/29,42:39:90.0,"23бу48""","121бу48""",,4.7,,9,
1952/6/29,36:39.0,"23бу48""","121бу36""",2,4.9,,9,
1952/7/5,70:39:90.0,"23бу12""","121бу24""",,4.8,,9,
1952/7/5,70:69:90.0,"23бу12""","121бу24""",,4.9,,9,
1952/7/12,36:39.0,"23бу24""","121бу36""",,4.9,,9,
1952/7/21,09:20.0,"39бу48""","77бу24""",,5,,9,
1952/7/22,31:32.0,"38бу36""","75бу18""",13,4.75,,9,
1952/7/25,33:39.0,"24бу12""","122бу36""",,4.9,,9,
1952/7/31,29:39.0,"24бу36""","122бу30""",,4.9,,9,
1952/8/4,24:57.0,"39бу54""","76бу48""",,4.5,,9,
1952/8/5,35:00.0,"39бу48""","77бу24""",,4.5,,9,
1952/8/6,11:39.0,"23бу54""","121бу36""",1,5.3,,9,
1952/8/10,40:34.0,"38бу06""","78бу00""",,4.5,,9,
1952/8/11,21:99:90.0,"23бу30""","121бу24""",,5.3,,9,
1952/8/18,11:30.0,"31бу00""","91бу30""",,7.5,X,2,
1952/8/18,54:05:70.0,"30бу00""","93бу00""",,5.25,,9,
1952/8/21,13:39.0,"23бу54""","122бу00""",2,4.5,,9,
1952/8/24,40:30.0,"23бу54""","121бу36""",1,5.4,,9,
1952/8/25,94:44:80.0,"28бу00""","94бу00""",,5.25,,9,
1952/8/25,09:39.0,"23бу42""","121бу42""",,4.7,,9,
1952/8/29,90:39:90.0,"24бу24""","122бу06""",,4.7,,9,
1952/8/31,13:40.0,"31бу12""","103бу00""",,5,,3,
1952/9/5,95:29:90.0,"22бу54""","121бу30""",4,5.2,,9,
1952/9/14,34:25.0,"34бу18""","91бу42""",,5.75,,3,
1952/9/16,32:20.0,"30бу00""","92бу00""",,5,,9,
1952/9/30,40:09:90.0,"24бу12""","121бу36""",,5,,9,
1952/9/30,52:02.0,"28бу18""","102бу12""",,6.75,IX,2,
1952/10/1,21:11.0,"36бу18""","92бу00""",,5,,4,
1952/10/6,43:00.0,"37бу06""","93бу12""",,6,,2,
1952/10/6,37:39.0,"24бу06""","121бу42""",,4.5,,9,
1952/10/8,21:40.0,"31бу30""","87бу30""",,5.25,,9,
1952/10/8,91:09:90.0,"24бу24""","121бу42""",1,4.7,,9,
1952/10/8,24:01.0,"39бу00""","112бу42""",,5.5,VIII,9,
1952/10/15,47:39.0,"23бу48""","122бу24""",,5.7,,9,
1952/10/15,27:39.0,"23бу54""","122бу00""",3,5.2,,9,
1952/10/20,13:39.0,"23бу54""","121бу36""",,4.7,,9,
1952/11/1,14:00.0,"33бу18""","101бу00""",,6,,2,
1952/11/4,53:08.0,"32бу00""","103бу30""",,5.5,,9,
1952/11/8,08:39.0,"23бу48""","120бу42""",,5.6,,9,
1952/11/9,55:39.0,"24бу54""","122бу06""",,4.7,,9,
1952/11/12,30:30.0,"24бу42""","122бу12""",4,4.8,,9,
1952/11/13,70:79:90.0,"24бу00""","121бу48""",4,5.3,,9,
1952/11/15,35:39.0,"22бу30""","121бу00""",,5.1,,9,
1952/11/19,23:31.0,"29бу48""","86бу42""",,5.25,,2,
1952/12/1,09:39.0,"22бу18""","121бу06""",,5.2,,9,
1952/12/4,08:39.0,"24бу24""","122бу36""",,5.8,,9,
1952/12/8,09:32.0,"22бу54""","99бу42""",,5.75,,3,
1952/12/15,09:32.0,"39бу00""","74бу48""",,4.75,,9,
1952/12/15,31:21.0,"39бу12""","74бу42""",,4.5,,9,
1952/12/16,72:45:80.0,"39бу30""","104бу00""",,5.5,,9,
1952/12/18,47:39.0,"23бу42""","122бу00""",2,4.7,,9,
1952/12/22,06:39.0,"24бу48""","121бу48""",,5.4,,9,
1952/12/29,19:18.0,"22бу54""","121бу30""",,5.25,,9,
1953/1/3,15:89:90.0,"23бу30""","121бу42""",2,4.8,,9,
1953/1/7,01:40.0,"39бу42""","77бу12""",,4.75,,9,
1953/1/8,10:50.0,"34бу30""","79бу30""",,5,,9,
1953/1/8,57:17.0,"39бу30""","78бу12""",,4.75,,9,
1953/1/13,55:09:90.0,"24бу18""","122бу12""",8,4.8,,9,
1953/1/16,56:39.0,"24бу12""","121бу36""",,5.7,,9,
1953/1/23,82:73:80.0,"40бу06""","78бу12""",,5,,9,
1953/1/23,25:39.0,"24бу18""","121бу36""",,4.7,,9,
1953/1/24,24:69:90.0,"23бу12""","121бу42""",4,4.6,,9,
1953/2/5,94:19:90.0,"24бу36""","121бу48""",2,5,,9,
1953/2/12,22:20.0,"39бу48""","77бу24""",,5.5,,9,
1953/2/13,38:06.0,"39бу54""","78бу06""",,4.25,,9,
1953/2/16,55:99:90.0,"22бу36""","121бу36""",,5.3,,9,
1953/2/16,20:20.0,"29бу30""","81бу00""",,5.25,,9,
1953/2/23,84:60:80.0,"29бу30""","81бу18""",,5.5,,9,
1953/3/1,54:08.0,"32бу30""","103бу30""",,5.5,,9,
1953/3/4,45:46.0,"23бу54""","121бу42""",,5.5,,9,
1953/3/7,55:83:60.0,"25бу18""","123бу30""",,5,,9,
1953/3/9,09:27.0,"38бу00""","75бу06""",,4.75,,9,
1953/3/15,09:07.0,"40бу12""","77бу54""",,5,,9,
1953/3/17,54:30.0,"39бу54""","78бу12""",,5.25,,2,
1953/3/19,15:54.0,"28бу30""","127бу18""",16,5.75,,9,
1953/3/23,32:79:90.0,"23бу42""","121бу24""",,4.7,,9,
1953/3/28,36:39.0,"22бу54""","121бу18""",,4.5,,9,
1953/4/5,15:35.0,"22бу54""","121бу30""",,5.5,,9,
1953/4/11,26:39.0,"23бу42""","121бу24""",,4.9,,9,
1953/4/15,38:51.0,"28бу00""","97бу30""",,4.75,,9,
1953/4/20,12:25.0,"40бу24""","77бу00""",,4.5,,9,
1953/4/23,50:56.0,"30бу30""","96бу42""",,5.5,,9,
1953/4/23,53:32.0,"30бу30""","96бу42""",,5.5,,9,
1953/4/25,73:83:70.0,"43бу42""","86бу36""",,5.5,,2,
1953/4/26,73:83:70.0,"43бу42""","86бу12""",,5.25,,4,
1953/4/26,41:69:90.0,"23бу12""","121бу24""",,4.6,,9,
1953/4/27,43:95:00.0,"40бу06""","77бу18""",,5,,9,
1953/4/30,02:43.0,"37бу30""","77бу12""",,4.25,,9,
1953/5/4,75:70:60.0,"24бу12""","103бу12""",,5,VII,3,
1953/5/21,75:70:60.0,"40бу06""","77бу12""",,5.25,,9,
1953/5/21,44:39.0,"23бу30""","121бу36""",2,4.6,,9,
1953/5/23,51:92:50.0,"39бу42""","75бу42""",,4.25,,9,
1953/5/28,12:00.0,"31бу00""","79бу30""",,4.75,,9,
1953/5/29,44:30.0,"38бу12""","75бу06""",,5,,9,
1953/5/29,50:63:80.0,"38бу00""","75бу00""",,4.5,,9,
1953/6/3,22:39.0,"22бу48""","121бу00""",,5.25,,9,
1953/6/8,53:84:80.0,"25бу00""","100бу00""",,5,,9,
1953/6/9,20:36.0,"37бу00""","87бу00""",,4.75,,9,
1953/6/14,51:55.0,"29бу30""","93бу00""",,4.75,,9,
1953/6/15,48:39.0,"23бу42""","121бу42""",,4.6,,9,
1953/6/26,42:42.0,"23бу30""","100бу00""",,5.5,,9,
1953/6/30,72:65:50.0,"30бу48""","80бу30""",,5,,9,
1953/7/1,25:39.0,"23бу36""","121бу30""",2,4.5,,9,
1953/7/10,30:20:80.0,"39бу54""","78бу18""",,6,,9,
1953/7/10,33:30.0,"40бу00""","78бу18""",,5.25,,2,
1953/7/10,36:37.0,"40бу12""","78бу12""",,4.75,,9,
1953/7/13,44:39.0,"22бу54""","121бу42""",,4.8,,9,
1953/7/14,40:10.0,"38бу30""","75бу06""",16,5,,9,
1953/7/14,24:63:10.0,"40бу18""","78бу18""",,4.5,,9,
1953/7/16,63:21:90.0,"24бу24""","122бу18""",2,5,,9,
1953/7/21,24:39.0,"24бу12""","122бу24""",4,4.7,,9,
1953/7/25,43:45.0,"28бу00""","97бу00""",,5,,9,
1953/7/31,18:39.0,"24бу06""","122бу06""",2,5,,9,
1953/8/7,54:10.0,"43бу18""","86бу24""",,5.5,,2,
1953/8/9,05:28.0,"43бу12""","85бу00""",,4.75,,9,
1953/8/15,52:39.0,"24бу12""","121бу30""",1,4.8,,9,
1953/8/22,35:39:90.0,"23бу30""","121бу24""",1,5.4,,9,
1953/8/30,54:50.0,"39бу00""","75бу00""",,4.5,,9,
1953/9/2,31:30.0,"46бу30""","90бу00""",,4.5,,9,
1953/9/9,03:39.0,"22бу48""","121бу24""",,4.8,,9,
1953/9/12,33:39.0,"24бу00""","121бу30""",,4.7,,9,
1953/9/25,26:50.0,"36бу42""","78бу36""",,4.25,,9,
1953/9/29,42:49:90.0,"24бу06""","121бу30""",,5,,9,
1953/10/9,42:49:90.0,"29бу54""","97бу12""",,5.25,,9,
1953/10/9,10:00.0,"32бу18""","82бу48""",,5.75,,9,
1953/10/9,35:32:70.0,"32бу18""","82бу48""",,5,,9,
1953/10/12,10:80:60.0,"32бу24""","82бу54""",,6.25,,2,
1953/10/18,84:59:90.0,"23бу42""","121бу24""",,4.7,,9,
1953/10/31,05:05.0,"40бу00""","77бу00""",,5.25,,9,
1953/11/2,05:20.0,"23бу18""","122бу18""",,5.75,,9,
1953/11/7,36:39.0,"23бу24""","121бу24""",,5,,9,
1953/11/12,47:39.0,"23бу30""","121бу42""",4,4.9,,9,
1953/11/23,47:40.0,"40бу30""","92бу30""",,4.75,,9,
1953/11/29,42:40.0,"43бу00""","88бу30""",,5,,9,
1953/11/29,54:20.0,"43бу54""","86бу36""",,5.75,,3,
1953/12/3,54:08.0,"31бу24""","85бу42""",,6.25,,2,
1953/12/4,50:54.0,"39бу48""","77бу24""",,5.25,,9,
1953/12/4,28:18.0,"40бу06""","77бу42""",,4.75,,9,
1953/12/8,33:39.0,"24бу12""","122бу00""",2,4.8,,9,
1953/12/15,20:99:90.0,"23бу06""","121бу30""",4,4.5,,9,
1953/12/21,20:30.0,"38бу00""","75бу06""",10,5.25,,9,
1953/12/23,24:51:90.0,"15бу30""","119бу06""",,5.75,,9,
1954/1/10,75:39:90.0,"23бу12""","121бу06""",2,4.8,,9,
1954/1/10,38:48.0,"40бу00""","75бу18""",,4.75,,9,
1954/1/14,40:10.0,"36бу54""","76бу36""",,4.25,,9,
1954/1/15,20:99:90.0,"22бу42""","121бу24""",1,4.6,,9,
1954/1/16,31:39:90.0,"24бу30""","121бу54""",2,5.2,,9,
1954/1/26,59:90:90.0,"24бу48""","122бу12""",6,4.7,,9,
1954/2/7,24:04.0,"40бу00""","75бу18""",,5,,9,
1954/2/8,45:75:60.0,"29бу42""","113бу54""",,4.75,VI,9,
1954/2/9,00:39.0,"40бу24""","77бу06""",,4.25,,9,
1954/2/10,25:30.0,"35бу42""","79бу30""",,4.5,,9,
1954/2/11,01:50.0,"39бу00""","101бу18""",,7.25,X,2,
1954/2/11,53:46.0,"39бу00""","101бу30""",,6,,9,
1954/2/12,94:74:20.0,"39бу24""","101бу18""",,5.5,,3,
1954/2/16,31:45.0,"37бу30""","115бу30""",,4.5,VI,9,
1954/2/19,28:30.0,"45бу12""","91бу00""",,5.25,,2,
1954/2/21,93:79:90.0,"22бу54""","120бу54""",1,4.8,,9,
1954/2/23,61:79:90.0,"22бу54""","120бу48""",1,5.3,,9,
1954/2/23,40:35.0,"27бу48""","91бу36""",,6,,2,
1954/2/25,01:39.0,"23бу06""","121бу24""",2,4.8,,9,
1954/3/8,01:21.0,"39бу00""","101бу18""",,4.5,,9,
1954/3/9,30:46.0,"32бу30""","95бу00""",,5.75,,9,
1954/3/11,31:39:90.0,"23бу42""","121бу36""",1,4.7,,9,
1954/3/21,04:39.0,"24бу24""","122бу36""",6,4.7,,9,
1954/3/23,04:39.0,"39бу00""","101бу18""",,4.5,,9,
1954/4/2,74:83:50.0,"39бу00""","101бу18""",,4.5,,9,
1954/4/6,25:49:90.0,"24бу42""","122бу18""",2,5.1,,9,
1954/4/6,12:39.0,"23бу06""","122бу12""",2,4.6,,9,
1954/4/13,45:99:90.0,"24бу06""","122бу12""",1,5.4,,9,
1954/4/14,07:39.0,"23бу06""","121бу06""",1,4.8,,9,
1954/4/17,17:39.0,"23бу06""","121бу06""",1,4.7,,9,
1954/4/20,17:39.0,"39бу00""","75бу30""",,5,,9,
1954/4/24,21:10.0,"29бу30""","96бу30""",,4.75,,5,
1954/4/25,42:25.0,"28бу30""","96бу18""",,4.75,,9,
1954/4/26,58:40.0,"29бу00""","97бу30""",,4.75,,9,
1954/5/4,03:00.0,"31бу00""","98бу30""",,5.25,,9,
1954/5/25,15:00.0,"38бу42""","75бу36""",,4.75,,9,
1954/5/27,53:59.0,"39бу42""","75бу30""",,4.25,,9,
1954/6/5,13:39.0,"22бу42""","120бу42""",2,4.9,,9,
1954/6/5,46:03.0,"37бу48""","75бу24""",10,4.5,,9,
1954/6/7,30:30.0,"23бу30""","121бу36""",1,4.6,,9,
1954/6/17,08:39.0,"31бу36""","116бу36""",,5.25,VI,3,
1954/6/20,33:79:90.0,"23бу06""","121бу24""",,4.6,,9,
1954/6/27,43:24.0,"40бу18""","77бу06""",,4.25,,9,
1954/6/29,14:40.0,"29бу18""","86бу18""",,5,,9,
1954/7/1,23:57.0,"23бу30""","122бу12""",4,5.25,,9,
1954/7/4,45:19:90.0,"24бу24""","122бу54""",6,4.6,,9,
1954/7/11,27:39.0,"23бу30""","121бу48""",6,4.7,,9,
1954/7/21,38:58.0,"27бу42""","101бу06""",,5.25,,2,
1954/7/21,41:39.0,"23бу42""","121бу42""",4,4.7,,9,
1954/7/31,00:00.0,"38бу48""","104бу12""",,7,,2,
1954/7/31,50:40.0,"38бу48""","104бу12""",,4.5,,9,
1954/7/31,22:20.0,"38бу48""","104бу12""",,4.5,,9,
1954/8/4,44:10.0,"38бу24""","74бу12""",14,4.25,,9,
1954/8/5,60:29:90.0,"23бу24""","120бу36""",1,4.6,,9,
1954/8/5,17:53.0,"36бу36""","77бу06""",,4.75,,9,
1954/8/8,13:79:90.0,"24бу12""","121бу24""",1,4.6,,9,
1954/8/16,75:65:60.0,"24бу48""","122бу12""",6,5,,9,
1954/8/16,02:36.0,"43бу42""","84бу24""",,5,,9,
1954/8/20,52:59:90.0,"24бу36""","121бу30""",1,4.6,,9,
1954/9/4,53:24.0,"21бу30""","121бу42""",,5.5,,9,
1954/9/7,53:24.0,"20бу42""","120бу48""",,6,,9,
1954/9/7,80:82:40.0,"20бу42""","120бу48""",,5.75,,9,
1954/9/7,81:14:80.0,"20бу42""","120бу48""",,6,,9,
1954/9/7,51:40.0,"20бу42""","120бу48""",,6,,9,
1954/9/8,39:49.0,"29бу00""","95бу30""",,4.5,,9,
1954/9/10,04:58.0,"39бу12""","75бу24""",,4.5,,9,
1954/9/14,24:20.0,"20бу42""","120бу48""",,5.5,,9,
1954/9/14,21:91:70.0,"20бу42""","120бу48""",,5.75,,9,
1954/9/14,84:81:80.0,"21бу00""","121бу30""",,6,,9,
1954/9/14,20:10.0,"27бу24""","126бу36""",,6,,9,
1954/9/15,26:20.0,"39бу48""","75бу24""",,4.5,,9,
1954/9/15,49:39.0,"23бу30""","120бу42""",1,4.8,,9,
1954/9/17,33:24.0,"24бу12""","121бу48""",,6,,9,
1954/9/18,90:71:50.0,"39бу54""","75бу30""",,4.75,,9,
1954/9/28,94:64:50.0,"40бу30""","78бу00""",,4.25,,9,
1954/10/3,55:39.0,"21бу48""","122бу00""",8,5.4,,9,
1954/10/4,32:10.0,"24бу54""","121бу54""",0.5,5.5,,9,
1954/10/8,36:39.0,"23бу54""","121бу06""",1,5.2,,9,
1954/10/20,54:52.0,"23бу48""","120бу42""",0.5,5.5,,9,
1954/10/24,41:06.0,"29бу24""","104бу48""",,5,VII,9,
1954/10/25,51:39.0,"21бу54""","122бу00""",2,5.2,,9,
1954/10/28,54:84:70.0,"40бу00""","77бу24""",,5,,2,
1954/10/31,54:84:70.0,"22бу18""","120бу36""",4,4.7,,9,
1954/10/31,55:65:50.0,"38бу30""","103бу42""",,5,,4,
1954/11/2,05:26.0,"38бу00""","104бу00""",,5.75,,9,
1954/11/9,71:49:90.0,"23бу42""","122бу36""",6,4.9,,9,
1954/11/13,18:28.0,"40бу00""","77бу30""",,4.5,,9,
1954/11/15,54:48.0,"37бу42""","75бу48""",,4.5,,9,
1954/11/23,30:47.0,"28бу36""","96бу00""",,5,,9,
1954/12/4,03:39.0,"24бу18""","121бу54""",2,4.7,,9,
1954/12/14,43:85:00.0,"27бу00""","93бу00""",,4.75,,9,
1954/12/15,59:39.0,"24бу18""","121бу36""",1,4.9,,9,
1954/12/19,08:39.0,"24бу18""","121бу36""",2,4.7,,9,
1954/12/24,38:39.0,"22бу54""","121бу30""",2,4.7,,9,
1954/12/30,44:40.0,"40бу30""","77бу30""",,4.25,,9,
1955/1/4,33:09:90.0,"24бу36""","121бу54""",1,5,,9,
1955/1/16,48:39.0,"24бу12""","121бу06""",2,4.7,,9,
1955/1/20,31:42.0,"34бу00""","94бу00""",,4.75,,9,
1955/1/27,17:39.0,"22бу12""","122бу48""",2,5,,9,
1955/1/29,24:20.0,"33бу12""","82бу24""",,6.5,,2,
1955/1/31,74:23:70.0,"40бу30""","78бу30""",,4.25,,9,
1955/2/6,51:55.0,"40бу00""","78бу12""",,5,,9,
1955/2/9,35:24.0,"33бу00""","83бу00""",,5.25,,9,
1955/2/10,81:09:90.0,"24бу06""","121бу36""",2,4.7,,9,
1955/2/13,00:30.0,"24бу00""","121бу42""",1,5.2,,9,
1955/2/20,28:39.0,"23бу42""","121бу30""",1,4.6,,9,
1955/2/22,48:26.0,"23бу54""","122бу36""",,4.75,,9,
1955/2/24,33:00.0,"28бу00""","85бу30""",,4.75,,9,
1955/2/24,15:15.0,"28бу30""","85бу18""",,4.75,,9,
1955/2/26,50:30.0,"24бу00""","122бу30""",4,5.4,,9,
1955/3/9,19:07.0,"24бу00""","122бу48""",,5.5,,9,
1955/3/17,23:40.0,"24бу18""","122бу06""",1,5.5,,9,
1955/3/21,54:39.0,"23бу00""","121бу48""",1,5.5,,9,
1955/3/21,02:05.0,"26бу00""","98бу30""",,5.25,,9,
1955/3/22,14:12.0,"25бу54""","98бу24""",,6,,2,
1955/3/23,43:39.0,"22бу42""","121бу06""",1,4.5,,9,
1955/3/25,53:89:90.0,"22бу12""","122бу24""",4,4.7,,9,
1955/3/27,38:50.0,"29бу48""","90бу12""",,5.75,,2,
1955/3/30,56:39.0,"22бу24""","118бу42""",4,5.2,,9,
1955/4/4,11:28.0,"21бу48""","121бу06""",,6.5,,2,
1955/4/4,15:39.0,"21бу48""","120бу54""",0.5,4.8,,9,
1955/4/5,54:19:90.0,"22бу06""","121бу06""",2,4.7,,9,
1955/4/5,61:39:90.0,"22бу06""","121бу06""",2,4.8,,9,
1955/4/5,50:39.0,"21бу48""","121бу06""",4,4.9,,9,
1955/4/5,02:46.0,"21бу48""","120бу54""",,5.75,,9,
1955/4/5,30:39.0,"21бу48""","120бу54""",2,4.6,,9,
1955/4/7,24:69:90.0,"23бу06""","121бу24""",,4.7,,9,
1955/4/8,65:09:90.0,"23бу54""","121бу36""",0.5,4.8,,9,
1955/4/8,45:39.0,"24бу06""","121бу36""",0.5,4.5,,9,
1955/4/13,40:20.0,"22бу36""","121бу42""",2,5,,9,
1955/4/14,92:90:20.0,"30бу00""","101бу48""",,7.5,IX,2,
1955/4/15,40:58.0,"39бу54""","74бу36""",,7,IX,2,
1955/4/15,13:25.0,"39бу54""","74бу42""",,7,,9,
1955/4/17,92:80:30.0,"40бу00""","74бу36""",,4.25,,9,
1955/4/20,13:36.0,"44бу00""","84бу00""",,4.75,,9,
1955/4/22,11:24.0,"29бу30""","102бу30""",,4.5,,5,
1955/4/24,59:12.0,"44бу12""","83бу36""",,6.5,,2,
1955/4/24,11:46.0,"44бу00""","84бу00""",,5.25,,9,
1955/4/28,20:40.0,"44бу00""","84бу00""",,5,,9,
1955/5/4,81:65:70.0,"27бу12""","97бу00""",,5.5,,9,
1955/5/4,57:17.0,"38бу00""","101бу00""",,4.5,,4,
1955/5/24,57:17.0,"23бу48""","121бу48""",0.5,5.4,,9,
1955/5/25,28:46.0,"39бу48""","77бу36""",,5,,9,
1955/5/27,51:80:00.0,"25бу30""","105бу00""",,5,VI,9,
1955/6/5,11:21.0,"24бу12""","121бу24""",,6,,9,
1955/6/5,20:39.0,"24бу18""","121бу36""",0.5,5.2,,9,
1955/6/5,43:09.0,"39бу48""","75бу30""",,5.25,,9,
1955/6/7,84:85:40.0,"26бу30""","101бу06""",,6,VIII,2,
1955/6/7,30:19.0,"27бу18""","100бу54""",,5.25,,3,
